Name	Type	Microbiome	Sample_accession	Comments	Study_accession
	amplicon	horse	SRR8304414		PRJNA509648
	amplicon	horse	SRR8304415		PRJNA509648
	amplicon	horse	SRR8304416		PRJNA509648
	amplicon	horse	SRR8304417		PRJNA509648
	amplicon	horse	SRR8304418		PRJNA509648
	amplicon	horse	SRR8304419		PRJNA509648
	amplicon	horse	SRR8304420		PRJNA509648
	amplicon	horse	SRR8304421		PRJNA509648
	amplicon	horse	SRR8304422		PRJNA509648
	amplicon	horse	SRR8304423		PRJNA509648
	amplicon	horse	SRR8304424		PRJNA509648
	amplicon	horse	SRR8304425		PRJNA509648
	amplicon	horse	SRR8304426		PRJNA509648
	amplicon	horse	SRR8304427		PRJNA509648
	amplicon	horse	SRR8304428		PRJNA509648
	amplicon	horse	SRR8304429		PRJNA509648
	amplicon	horse	SRR8304430		PRJNA509648
	amplicon	horse	SRR8304431		PRJNA509648
	amplicon	horse	SRR8304432		PRJNA509648
	amplicon	horse	SRR8304433		PRJNA509648
	amplicon	horse	SRR8304434		PRJNA509648
	amplicon	horse	SRR8304435		PRJNA509648
	amplicon	horse	SRR8304436		PRJNA509648
	amplicon	horse	SRR8304437		PRJNA509648
	amplicon	horse	SRR8304438		PRJNA509648
	amplicon	horse	SRR8304439		PRJNA509648
	amplicon	horse	SRR8304440		PRJNA509648
	amplicon	horse	SRR8304441		PRJNA509648
	amplicon	horse	SRR8304442		PRJNA509648
	amplicon	horse	SRR8304443		PRJNA509648
	amplicon	horse	SRR8304444		PRJNA509648
	amplicon	horse	SRR8304445		PRJNA509648
	amplicon	horse	SRR8304446		PRJNA509648
	amplicon	horse	SRR8304447		PRJNA509648
	amplicon	horse	SRR8304448		PRJNA509648
	amplicon	horse	SRR8304449		PRJNA509648
	amplicon	horse	SRR8304450		PRJNA509648
	amplicon	horse	SRR8304451		PRJNA509648
	amplicon	horse	SRR8304452		PRJNA509648
	amplicon	horse	SRR8304453		PRJNA509648
	amplicon	horse	SRR8304454		PRJNA509648
	amplicon	horse	SRR8304455		PRJNA509648
	amplicon	horse	SRR8304456		PRJNA509648
	amplicon	horse	SRR8304457		PRJNA509648
	amplicon	horse	SRR8304458		PRJNA509648
	amplicon	horse	SRR8304459		PRJNA509648
	amplicon	horse	SRR8304460		PRJNA509648
	amplicon	horse	SRR8304461		PRJNA509648
	amplicon	horse	SRR8304462		PRJNA509648
	amplicon	horse	SRR8304463		PRJNA509648
	amplicon	horse	SRR8304464		PRJNA509648
	amplicon	horse	SRR8304465		PRJNA509648
	amplicon	horse	SRR8304466		PRJNA509648
	amplicon	horse	SRR8304467		PRJNA509648
	amplicon	horse	SRR8304468		PRJNA509648
	amplicon	rabbit	SRR8375806		PRJNA512067
	amplicon	rabbit	SRR8375807		PRJNA512067
	amplicon	rabbit	SRR8375808		PRJNA512067
	amplicon	rabbit	SRR8375809		PRJNA512067
	amplicon	rabbit	SRR8375810		PRJNA512067
	amplicon	rabbit	SRR8375811		PRJNA512067
	amplicon	rabbit	SRR8375812		PRJNA512067
	amplicon	rabbit	SRR8375813		PRJNA512067
	amplicon	rabbit	SRR8375814		PRJNA512067
	amplicon	rabbit	SRR8375815		PRJNA512067
	amplicon	rabbit	SRR8375816		PRJNA512067
	amplicon	rabbit	SRR8375817		PRJNA512067
	amplicon	rabbit	SRR8375818		PRJNA512067
	amplicon	rabbit	SRR8375819		PRJNA512067
	amplicon	rabbit	SRR8375820		PRJNA512067
	amplicon	rabbit	SRR8375821		PRJNA512067
	amplicon	rabbit	SRR8375822		PRJNA512067
	amplicon	rabbit	SRR8375823		PRJNA512067
	amplicon	rabbit	SRR8375824		PRJNA512067
	amplicon	rabbit	SRR8375825		PRJNA512067
	amplicon	rabbit	SRR8375826		PRJNA512067
	amplicon	rabbit	SRR8375827		PRJNA512067
	amplicon	rabbit	SRR8375828		PRJNA512067
	amplicon	rabbit	SRR8375829		PRJNA512067
	amplicon	rabbit	SRR8375830		PRJNA512067
	amplicon	rabbit	SRR8375831		PRJNA512067
	amplicon	rabbit	SRR8375832		PRJNA512067
	amplicon	rabbit	SRR8375833		PRJNA512067
	amplicon	rabbit	SRR8375834		PRJNA512067
	amplicon	rabbit	SRR8375835		PRJNA512067
	amplicon	rabbit	SRR8375836		PRJNA512067
	amplicon	rabbit	SRR8375837		PRJNA512067
	amplicon	rabbit	SRR8375838		PRJNA512067
	amplicon	rabbit	SRR8375839		PRJNA512067
	amplicon	rabbit	SRR8375840		PRJNA512067
	amplicon	rabbit	SRR8375841		PRJNA512067
	amplicon	rabbit	SRR8375842		PRJNA512067
	amplicon	rabbit	SRR8375843		PRJNA512067
	amplicon	rabbit	SRR8375844		PRJNA512067
	amplicon	rabbit	SRR8375845		PRJNA512067
	amplicon	rabbit	SRR8375846		PRJNA512067
	amplicon	rabbit	SRR8375847		PRJNA512067
	amplicon	rabbit	SRR8375848		PRJNA512067
	amplicon	rabbit	SRR8375849		PRJNA512067
	amplicon	rabbit	SRR8375850		PRJNA512067
	amplicon	rabbit	SRR8375851		PRJNA512067
	amplicon	rabbit	SRR8375852		PRJNA512067
	amplicon	rabbit	SRR8375853		PRJNA512067
	amplicon	rabbit	SRR8375854		PRJNA512067
	amplicon	rabbit	SRR8375855		PRJNA512067
	amplicon	rabbit	SRR8375856		PRJNA512067
	amplicon	rabbit	SRR8375857		PRJNA512067
	amplicon	rabbit	SRR8375858		PRJNA512067
	amplicon	rabbit	SRR8375859		PRJNA512067
	amplicon	rabbit	SRR8375860		PRJNA512067
	amplicon	rabbit	SRR8375861		PRJNA512067
	amplicon	rabbit	SRR8375862		PRJNA512067
	amplicon	rabbit	SRR8375863		PRJNA512067
	amplicon	rabbit	SRR8375864		PRJNA512067
	amplicon	rabbit	SRR8375865		PRJNA512067
	amplicon	rabbit	SRR8375866		PRJNA512067
	amplicon	rabbit	SRR8375867		PRJNA512067
	amplicon	rabbit	SRR8375868		PRJNA512067
	amplicon	rabbit	SRR8375869		PRJNA512067
	amplicon	rabbit	SRR8375870		PRJNA512067
	amplicon	rabbit	SRR8375871		PRJNA512067
	amplicon	rabbit	SRR8375872		PRJNA512067
	amplicon	rabbit	SRR8375873		PRJNA512067
	amplicon	rabbit	SRR8375874		PRJNA512067
	amplicon	rabbit	SRR8375875		PRJNA512067
	amplicon	rabbit	SRR8375876		PRJNA512067
	amplicon	rabbit	SRR8375877		PRJNA512067
	amplicon	rabbit	SRR8375878		PRJNA512067
	amplicon	rabbit	SRR8375879		PRJNA512067
	amplicon	rabbit	SRR8375880		PRJNA512067
	amplicon	rabbit	SRR8375881		PRJNA512067
	amplicon	rabbit	SRR8375882		PRJNA512067
	amplicon	rabbit	SRR8375883		PRJNA512067
	amplicon	rabbit	SRR8375884		PRJNA512067
	amplicon	rabbit	SRR8375885		PRJNA512067
	amplicon	rabbit	SRR8375886		PRJNA512067
	amplicon	rabbit	SRR8375887		PRJNA512067
	amplicon	Unknown	SRR8561258		PRJNA521585
	amplicon	Unknown	SRR8561260		PRJNA521585
	amplicon	Unknown	SRR8561262		PRJNA521585
	amplicon	Unknown	SRR8561266		PRJNA521585
	amplicon	Unknown	SRR8561268		PRJNA521585
	amplicon	Unknown	SRR8561269		PRJNA521585
	amplicon	Unknown	SRR8561271		PRJNA521585
	amplicon	Unknown	SRR8561273		PRJNA521585
	amplicon	Unknown	SRR8561276		PRJNA521585
	amplicon	Unknown	SRR8561279		PRJNA521585
	amplicon	Unknown	SRR8561282		PRJNA521585
	amplicon	Unknown	SRR8561283		PRJNA521585
	amplicon	Unknown	SRR8561285		PRJNA521585
	amplicon	Unknown	SRR8561288		PRJNA521585
	amplicon	Unknown	SRR8561290		PRJNA521585
	amplicon	Unknown	SRR8561291		PRJNA521585
	amplicon	Unknown	SRR8561293		PRJNA521585
	amplicon	Unknown	SRR8561294		PRJNA521585
	amplicon	Unknown	SRR8561297		PRJNA521585
	amplicon	Unknown	SRR8561299		PRJNA521585
	amplicon	Unknown	SRR8561300		PRJNA521585
	amplicon	Unknown	SRR8561301		PRJNA521585
	amplicon	Unknown	SRR8561303		PRJNA521585
	amplicon	Unknown	SRR8561305		PRJNA521585
	amplicon	Unknown	SRR8561307		PRJNA521585
	amplicon	Unknown	SRR8561312		PRJNA521585
	amplicon	Unknown	SRR8561313		PRJNA521585
	amplicon	Unknown	SRR8561314		PRJNA521585
	amplicon	Unknown	SRR8561316		PRJNA521585
	amplicon	Unknown	SRR8561317		PRJNA521585
	amplicon	Unknown	SRR8561318		PRJNA521585
	amplicon	Unknown	SRR8561321		PRJNA521585
	amplicon	Unknown	SRR8561324		PRJNA521585
	amplicon	Unknown	SRR8561326		PRJNA521585
	amplicon	Unknown	SRR8561328		PRJNA521585
	amplicon	Unknown	SRR8561331		PRJNA521585
	amplicon	Unknown	SRR8561257		PRJNA521585
	amplicon	Unknown	SRR8561259		PRJNA521585
	amplicon	Unknown	SRR8561261		PRJNA521585
	amplicon	Unknown	SRR8561263		PRJNA521585
	amplicon	Unknown	SRR8561264		PRJNA521585
	amplicon	Unknown	SRR8561265		PRJNA521585
	amplicon	Unknown	SRR8561267		PRJNA521585
	amplicon	Unknown	SRR8561270		PRJNA521585
	amplicon	Unknown	SRR8561272		PRJNA521585
	amplicon	Unknown	SRR8561274		PRJNA521585
	amplicon	Unknown	SRR8561275		PRJNA521585
	amplicon	Unknown	SRR8561277		PRJNA521585
	amplicon	Unknown	SRR8561278		PRJNA521585
	amplicon	Unknown	SRR8561280		PRJNA521585
	amplicon	Unknown	SRR8561281		PRJNA521585
	amplicon	Unknown	SRR8561284		PRJNA521585
	amplicon	Unknown	SRR8561286		PRJNA521585
	amplicon	Unknown	SRR8561287		PRJNA521585
	amplicon	Unknown	SRR8561289		PRJNA521585
	amplicon	Unknown	SRR8561292		PRJNA521585
	amplicon	Unknown	SRR8561295		PRJNA521585
	amplicon	Unknown	SRR8561296		PRJNA521585
	amplicon	Unknown	SRR8561298		PRJNA521585
	amplicon	Unknown	SRR8561302		PRJNA521585
	amplicon	Unknown	SRR8561304		PRJNA521585
	amplicon	Unknown	SRR8561306		PRJNA521585
	amplicon	Unknown	SRR8561308		PRJNA521585
	amplicon	Unknown	SRR8561309		PRJNA521585
	amplicon	Unknown	SRR8561310		PRJNA521585
	amplicon	Unknown	SRR8561311		PRJNA521585
	amplicon	Unknown	SRR8561315		PRJNA521585
	amplicon	Unknown	SRR8561319		PRJNA521585
	amplicon	Unknown	SRR8561320		PRJNA521585
	amplicon	Unknown	SRR8561322		PRJNA521585
	amplicon	Unknown	SRR8561323		PRJNA521585
	amplicon	Unknown	SRR8561325		PRJNA521585
	amplicon	Unknown	SRR8561327		PRJNA521585
	amplicon	Unknown	SRR8561329		PRJNA521585
	amplicon	Unknown	SRR8561330		PRJNA521585
	amplicon	rabbit	SRR8640196		PRJNA524130
	amplicon	rabbit	SRR8640197		PRJNA524130
	amplicon	rabbit	SRR8640198		PRJNA524130
	amplicon	rabbit	SRR8640199		PRJNA524130
	amplicon	rabbit	SRR8640200		PRJNA524130
	amplicon	rabbit	SRR8640201		PRJNA524130
	amplicon	rabbit	SRR8640202		PRJNA524130
	amplicon	rabbit	SRR8640203		PRJNA524130
	amplicon	rabbit	SRR8640204		PRJNA524130
	amplicon	rabbit	SRR8640205		PRJNA524130
	amplicon	rabbit	SRR8640206		PRJNA524130
	amplicon	rabbit	SRR8640207		PRJNA524130
	amplicon	rabbit	SRR8640208		PRJNA524130
	amplicon	rabbit	SRR8640209		PRJNA524130
	amplicon	rabbit	SRR8640210		PRJNA524130
	amplicon	rabbit	SRR8640211		PRJNA524130
	amplicon	rabbit	SRR8640212		PRJNA524130
	amplicon	rabbit	SRR8640213		PRJNA524130
	amplicon	rabbit	SRR8640214		PRJNA524130
	amplicon	rabbit	SRR8640215		PRJNA524130
	amplicon	rabbit	SRR8640216		PRJNA524130
	amplicon	rabbit	SRR8640217		PRJNA524130
	amplicon	rabbit	SRR8640218		PRJNA524130
	amplicon	rabbit	SRR8640219		PRJNA524130
	amplicon	rabbit	SRR8640220		PRJNA524130
	amplicon	rabbit	SRR8640221		PRJNA524130
	amplicon	rabbit	SRR8640222		PRJNA524130
	amplicon	rabbit	SRR8640223		PRJNA524130
	amplicon	rabbit	SRR8640224		PRJNA524130
	amplicon	rabbit	SRR8640225		PRJNA524130
	amplicon	rabbit	SRR8640226		PRJNA524130
	amplicon	rabbit	SRR8640227		PRJNA524130
	amplicon	rabbit	SRR8640228		PRJNA524130
	amplicon	rabbit	SRR8640229		PRJNA524130
	amplicon	rabbit	SRR8640230		PRJNA524130
	amplicon	rabbit	SRR8640231		PRJNA524130
	amplicon	rabbit	SRR8640232		PRJNA524130
	amplicon	rabbit	SRR8640233		PRJNA524130
	amplicon	rabbit	SRR8640234		PRJNA524130
	amplicon	rabbit	SRR8640235		PRJNA524130
	amplicon	rabbit	SRR8640236		PRJNA524130
	amplicon	rabbit	SRR8640237		PRJNA524130
	amplicon	rabbit	SRR8640238		PRJNA524130
	amplicon	rabbit	SRR8640239		PRJNA524130
	amplicon	rabbit	SRR8640240		PRJNA524130
	amplicon	rabbit	SRR8640241		PRJNA524130
	amplicon	rabbit	SRR8640242		PRJNA524130
	amplicon	rabbit	SRR8640243		PRJNA524130
	amplicon	rabbit	SRR8640244		PRJNA524130
	amplicon	rabbit	SRR8640245		PRJNA524130
	amplicon	rabbit	SRR8640246		PRJNA524130
	amplicon	rabbit	SRR8640247		PRJNA524130
	amplicon	rabbit	SRR8640248		PRJNA524130
	amplicon	rabbit	SRR8640249		PRJNA524130
	amplicon	rabbit	SRR8640250		PRJNA524130
	amplicon	rabbit	SRR8640251		PRJNA524130
	amplicon	rabbit	SRR8640252		PRJNA524130
	amplicon	rabbit	SRR8640253		PRJNA524130
	amplicon	rabbit	SRR8640254		PRJNA524130
	amplicon	rabbit	SRR8640255		PRJNA524130
	amplicon	rabbit	SRR8640256		PRJNA524130
	amplicon	rabbit	SRR8640257		PRJNA524130
	amplicon	rabbit	SRR8640258		PRJNA524130
	amplicon	rabbit	SRR8640259		PRJNA524130
	amplicon	rabbit	SRR8640260		PRJNA524130
	amplicon	rabbit	SRR8640261		PRJNA524130
	amplicon	rabbit	SRR8640262		PRJNA524130
	amplicon	rabbit	SRR8640263		PRJNA524130
	amplicon	rabbit	SRR8640264		PRJNA524130
	amplicon	rabbit	SRR8640265		PRJNA524130
	amplicon	rabbit	SRR8640266		PRJNA524130
	amplicon	rabbit	SRR8640267		PRJNA524130
	amplicon	rabbit	SRR8640268		PRJNA524130
	amplicon	rabbit	SRR8640269		PRJNA524130
	amplicon	rabbit	SRR8640270		PRJNA524130
	amplicon	rabbit	SRR8640271		PRJNA524130
	amplicon	rabbit	SRR8640272		PRJNA524130
	amplicon	rabbit	SRR8640273		PRJNA524130
	amplicon	rabbit	SRR8640274		PRJNA524130
	amplicon	rabbit	SRR8640275		PRJNA524130
	amplicon	rabbit	SRR8640276		PRJNA524130
	amplicon	rabbit	SRR8640277		PRJNA524130
	amplicon	rabbit	SRR8640278		PRJNA524130
	amplicon	rabbit	SRR8640279		PRJNA524130
	amplicon	rabbit	SRR8640280		PRJNA524130
	amplicon	rabbit	SRR8640281		PRJNA524130
	amplicon	rabbit	SRR8640282		PRJNA524130
	amplicon	rabbit	SRR8640283		PRJNA524130
	amplicon	rabbit	SRR8640284		PRJNA524130
	amplicon	rabbit	SRR8640285		PRJNA524130
	amplicon	rabbit	SRR8640286		PRJNA524130
	amplicon	rabbit	SRR8640287		PRJNA524130
	amplicon	rabbit	SRR8640288		PRJNA524130
	amplicon	rabbit	SRR8640289		PRJNA524130
	amplicon	rabbit	SRR8640290		PRJNA524130
	amplicon	rabbit	SRR8640291		PRJNA524130
	amplicon	rabbit	SRR8640292		PRJNA524130
	amplicon	rabbit	SRR8640293		PRJNA524130
	amplicon	rabbit	SRR8640294		PRJNA524130
	amplicon	rabbit	SRR8640295		PRJNA524130
	amplicon	rabbit	SRR8640296		PRJNA524130
	amplicon	rabbit	SRR8640297		PRJNA524130
	amplicon	rabbit	SRR8640298		PRJNA524130
	amplicon	rabbit	SRR8640299		PRJNA524130
	amplicon	rabbit	SRR8640300		PRJNA524130
	amplicon	rabbit	SRR8640301		PRJNA524130
	amplicon	rabbit	SRR8640302		PRJNA524130
	amplicon	rabbit	SRR8640303		PRJNA524130
	amplicon	rabbit	SRR8640304		PRJNA524130
	amplicon	rabbit	SRR8640305		PRJNA524130
	amplicon	rabbit	SRR8640306		PRJNA524130
	amplicon	rabbit	SRR8640307		PRJNA524130
	amplicon	rabbit	SRR8640308		PRJNA524130
	amplicon	rabbit	SRR8640309		PRJNA524130
	amplicon	rabbit	SRR8640310		PRJNA524130
	amplicon	rabbit	SRR8640311		PRJNA524130
	amplicon	rabbit	SRR8640312		PRJNA524130
	amplicon	rabbit	SRR8640313		PRJNA524130
	amplicon	rabbit	SRR8640314		PRJNA524130
	amplicon	rabbit	SRR8640315		PRJNA524130
	amplicon	rabbit	SRR8640316		PRJNA524130
	amplicon	rabbit	SRR8640317		PRJNA524130
	amplicon	rabbit	SRR8640318		PRJNA524130
	amplicon	rabbit	SRR8640319		PRJNA524130
	amplicon	rabbit	SRR8640320		PRJNA524130
	amplicon	rabbit	SRR8640321		PRJNA524130
	amplicon	rabbit	SRR8640322		PRJNA524130
	amplicon	rabbit	SRR8640323		PRJNA524130
	amplicon	rabbit	SRR8640324		PRJNA524130
	amplicon	rabbit	SRR8640325		PRJNA524130
	amplicon	rabbit	SRR8640326		PRJNA524130
	amplicon	rabbit	SRR8640327		PRJNA524130
	amplicon	rabbit	SRR8640328		PRJNA524130
	amplicon	rabbit	SRR8640329		PRJNA524130
	amplicon	rabbit	SRR8640330		PRJNA524130
	amplicon	rabbit	SRR8640331		PRJNA524130
	amplicon	rabbit	SRR8640332		PRJNA524130
	amplicon	rabbit	SRR8640333		PRJNA524130
	amplicon	rabbit	SRR8640334		PRJNA524130
	amplicon	rabbit	SRR8640335		PRJNA524130
	amplicon	rabbit	SRR8640336		PRJNA524130
	amplicon	rabbit	SRR8640337		PRJNA524130
	amplicon	rabbit	SRR8640338		PRJNA524130
	amplicon	rabbit	SRR8640339		PRJNA524130
	amplicon	rabbit	SRR8640340		PRJNA524130
	amplicon	rabbit	SRR8640341		PRJNA524130
	amplicon	rabbit	SRR8640342		PRJNA524130
	amplicon	rabbit	SRR8640343		PRJNA524130
	amplicon	rabbit	SRR8640344		PRJNA524130
	amplicon	rabbit	SRR8640345		PRJNA524130
	amplicon	rabbit	SRR8640346		PRJNA524130
	amplicon	rabbit	SRR8640347		PRJNA524130
	amplicon	rabbit	SRR8640348		PRJNA524130
	amplicon	rabbit	SRR8640349		PRJNA524130
	amplicon	rabbit	SRR8640350		PRJNA524130
	amplicon	rabbit	SRR8640351		PRJNA524130
	amplicon	rabbit	SRR8640352		PRJNA524130
	amplicon	rabbit	SRR8640353		PRJNA524130
	amplicon	rabbit	SRR8640354		PRJNA524130
	amplicon	rabbit	SRR8640355		PRJNA524130
	amplicon	rabbit	SRR8640356		PRJNA524130
	amplicon	rabbit	SRR8640357		PRJNA524130
	amplicon	rabbit	SRR8640358		PRJNA524130
	amplicon	rabbit	SRR8640359		PRJNA524130
	amplicon	rabbit	SRR8640360		PRJNA524130
	amplicon	rabbit	SRR8640361		PRJNA524130
	amplicon	rabbit	SRR8640362		PRJNA524130
	amplicon	rabbit	SRR8640363		PRJNA524130
	amplicon	rabbit	SRR8640364		PRJNA524130
	amplicon	rabbit	SRR8640365		PRJNA524130
	amplicon	rabbit	SRR8640366		PRJNA524130
	amplicon	rabbit	SRR8640367		PRJNA524130
	amplicon	rabbit	SRR8640368		PRJNA524130
	amplicon	rabbit	SRR8640369		PRJNA524130
	amplicon	rabbit	SRR8640370		PRJNA524130
	amplicon	rabbit	SRR8640371		PRJNA524130
	amplicon	rabbit	SRR8640372		PRJNA524130
	amplicon	rabbit	SRR8640373		PRJNA524130
	amplicon	rabbit	SRR8640374		PRJNA524130
	amplicon	rabbit	SRR8640375		PRJNA524130
	amplicon	rabbit	SRR8640376		PRJNA524130
	amplicon	rabbit	SRR8640377		PRJNA524130
	amplicon	rabbit	SRR8640378		PRJNA524130
	amplicon	rabbit	SRR8640379		PRJNA524130
	amplicon	rabbit	SRR8640380		PRJNA524130
	amplicon	rabbit	SRR8640381		PRJNA524130
	amplicon	rabbit	SRR8640382		PRJNA524130
	amplicon	rabbit	SRR8640383		PRJNA524130
	amplicon	rabbit	SRR8640384		PRJNA524130
	amplicon	rabbit	SRR8640385		PRJNA524130
	amplicon	rabbit	SRR8640386		PRJNA524130
	amplicon	rabbit	SRR8640387		PRJNA524130
	amplicon	rabbit	SRR8640388		PRJNA524130
	amplicon	rabbit	SRR8640389		PRJNA524130
	amplicon	rabbit	SRR8640390		PRJNA524130
	amplicon	rabbit	SRR8640391		PRJNA524130
	amplicon	rabbit	SRR8640392		PRJNA524130
	amplicon	rabbit	SRR8640393		PRJNA524130
	amplicon	rabbit	SRR8640394		PRJNA524130
	amplicon	rabbit	SRR8640395		PRJNA524130
	amplicon	rabbit	SRR8640396		PRJNA524130
	amplicon	rabbit	SRR8640397		PRJNA524130
	amplicon	rabbit	SRR8640398		PRJNA524130
	amplicon	rabbit	SRR8640399		PRJNA524130
	amplicon	rabbit	SRR8640400		PRJNA524130
	amplicon	rabbit	SRR8640401		PRJNA524130
	amplicon	rabbit	SRR8640402		PRJNA524130
	amplicon	rabbit	SRR8640403		PRJNA524130
	amplicon	rabbit	SRR8640404		PRJNA524130
	amplicon	rabbit	SRR8640405		PRJNA524130
	amplicon	rabbit	SRR8640406		PRJNA524130
	amplicon	rabbit	SRR8640407		PRJNA524130
	amplicon	rabbit	SRR8640408		PRJNA524130
	amplicon	rabbit	SRR8640409		PRJNA524130
	amplicon	rabbit	SRR8640410		PRJNA524130
	amplicon	rabbit	SRR8640411		PRJNA524130
	amplicon	rabbit	SRR8640412		PRJNA524130
	amplicon	rabbit	SRR8640413		PRJNA524130
	amplicon	rabbit	SRR8640414		PRJNA524130
	amplicon	rabbit	SRR8640415		PRJNA524130
	amplicon	rabbit	SRR8640416		PRJNA524130
	amplicon	rabbit	SRR8640417		PRJNA524130
	amplicon	rabbit	SRR8640418		PRJNA524130
	amplicon	rabbit	SRR8640419		PRJNA524130
	amplicon	rabbit	SRR8640420		PRJNA524130
	amplicon	rabbit	SRR8640421		PRJNA524130
	amplicon	rabbit	SRR8640422		PRJNA524130
	amplicon	rabbit	SRR8640423		PRJNA524130
	amplicon	rabbit	SRR8640424		PRJNA524130
	amplicon	rabbit	SRR8640425		PRJNA524130
	amplicon	rabbit	SRR8640426		PRJNA524130
	amplicon	rabbit	SRR8640427		PRJNA524130
	amplicon	rabbit	SRR8640428		PRJNA524130
	amplicon	rabbit	SRR8640429		PRJNA524130
	amplicon	rabbit	SRR8640430		PRJNA524130
	amplicon	rabbit	SRR8640431		PRJNA524130
	amplicon	rabbit	SRR8640432		PRJNA524130
	amplicon	rabbit	SRR8640433		PRJNA524130
	amplicon	rabbit	SRR8640434		PRJNA524130
	amplicon	rabbit	SRR8640435		PRJNA524130
	amplicon	rabbit	SRR8640436		PRJNA524130
	amplicon	rabbit	SRR8640437		PRJNA524130
	amplicon	rabbit	SRR8640438		PRJNA524130
	amplicon	rabbit	SRR8640439		PRJNA524130
	amplicon	rabbit	SRR8640440		PRJNA524130
	amplicon	rabbit	SRR8640441		PRJNA524130
	amplicon	rabbit	SRR8640442		PRJNA524130
	amplicon	rabbit	SRR8640443		PRJNA524130
	amplicon	rabbit	SRR8640444		PRJNA524130
	amplicon	rabbit	SRR8640445		PRJNA524130
	amplicon	rabbit	SRR8640446		PRJNA524130
	amplicon	rabbit	SRR8640447		PRJNA524130
	amplicon	rabbit	SRR8640448		PRJNA524130
	amplicon	rabbit	SRR8640449		PRJNA524130
	amplicon	rabbit	SRR8640450		PRJNA524130
	amplicon	rabbit	SRR8640451		PRJNA524130
	amplicon	rabbit	SRR8640452		PRJNA524130
	amplicon	rabbit	SRR8640453		PRJNA524130
	amplicon	rabbit	SRR8640454		PRJNA524130
	amplicon	rabbit	SRR8640455		PRJNA524130
	amplicon	rabbit	SRR8640456		PRJNA524130
	amplicon	rabbit	SRR8640457		PRJNA524130
	amplicon	rabbit	SRR8640458		PRJNA524130
	amplicon	rabbit	SRR8640459		PRJNA524130
	amplicon	rabbit	SRR8640460		PRJNA524130
	amplicon	rabbit	SRR8640461		PRJNA524130
	amplicon	rabbit	SRR8640462		PRJNA524130
	amplicon	rabbit	SRR8640463		PRJNA524130
	amplicon	rabbit	SRR8640464		PRJNA524130
	amplicon	rabbit	SRR8640465		PRJNA524130
	amplicon	rabbit	SRR8640466		PRJNA524130
	amplicon	rabbit	SRR8640467		PRJNA524130
	amplicon	rabbit	SRR8640468		PRJNA524130
	amplicon	rabbit	SRR8640469		PRJNA524130
	amplicon	rabbit	SRR8640470		PRJNA524130
	amplicon	rabbit	SRR8640471		PRJNA524130
	amplicon	rabbit	SRR8640472		PRJNA524130
	amplicon	rabbit	SRR8640473		PRJNA524130
	amplicon	rabbit	SRR8640474		PRJNA524130
	amplicon	rabbit	SRR8640475		PRJNA524130
	amplicon	rabbit	SRR8640476		PRJNA524130
	amplicon	rabbit	SRR8640477		PRJNA524130
	amplicon	rabbit	SRR8640478		PRJNA524130
	amplicon	rabbit	SRR8640479		PRJNA524130
	amplicon	rabbit	SRR8640480		PRJNA524130
	amplicon	rabbit	SRR8640481		PRJNA524130
	amplicon	rabbit	SRR8640482		PRJNA524130
	amplicon	rabbit	SRR8640483		PRJNA524130
	amplicon	rabbit	SRR8640484		PRJNA524130
	amplicon	rabbit	SRR8640485		PRJNA524130
	amplicon	rabbit	SRR8640486		PRJNA524130
	amplicon	rabbit	SRR8640487		PRJNA524130
	amplicon	rabbit	SRR8640488		PRJNA524130
	amplicon	rabbit	SRR8640489		PRJNA524130
	amplicon	rabbit	SRR8640490		PRJNA524130
	amplicon	rabbit	SRR8640491		PRJNA524130
	amplicon	rabbit	SRR8640492		PRJNA524130
	amplicon	rabbit	SRR8640493		PRJNA524130
	amplicon	rabbit	SRR8640494		PRJNA524130
	amplicon	rabbit	SRR8640495		PRJNA524130
	amplicon	rabbit	SRR8640496		PRJNA524130
	amplicon	rabbit	SRR8640497		PRJNA524130
	amplicon	rabbit	SRR8640498		PRJNA524130
	amplicon	rabbit	SRR8640499		PRJNA524130
	amplicon	rabbit	SRR8640500		PRJNA524130
